Gene Symbol	SO:0001619|non-coding_transcript_variant	SO:0001575|splice_donor_variant	SO:0001822|inframe_deletion	SO:0001587|nonsense	SO:0001627|intron_variant	SO:0001819|synonymous_variant	SO:0001582|initiator_codon_variant	SO:0002073|no_sequence_alteration	SO:0002153|genic_upstream_transcript_variant	SO:0001589|frameshift_variant	SO:0001623|5_prime_UTR_variant	SO:0002152|genic_downstream_transcript_variant	SO:0001820|inframe_indel	SO:0001578|stop_lost	SO:0001821|inframe_insertion	SO:0001624|3_prime_UTR_variant	SO:0001574|splice_acceptor_variant	SO:0001583|missense_variant
VPS13B	324	1	0	25	68	134	2	0	0	35	2	0	1	2	0	1	1	181
MSL3	0	3	1	1	3	1	1	0	0	0	8	0	0	0	0	0	1	9
HTR3A	27	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	22
RABGGTB	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CES4A	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
NEMF	0	0	0	0	2	2	2	0	0	2	0	0	0	0	0	12	0	12
BMP2K	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
BCAT1	4	0	0	0	5	2	0	0	0	0	1	0	0	0	0	0	0	6
GAPDH	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
BCAT2	0	0	0	0	17	4	1	0	0	0	5	0	0	0	0	0	0	16
PRKAA1	0	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	1	1
UHRF2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1S	0	0	0	1	23	11	0	0	0	0	30	0	0	0	0	0	0	41
C1R	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
UHRF1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LENG8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3
U2AF1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
SRL	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
IL2RG	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
MALT1	36	0	0	0	7	13	0	0	0	0	5	0	0	0	0	0	2	25
SRR	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3
U2AF2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
BSND	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2
KRIT1	0	3	0	28	66	21	1	0	0	29	86	0	0	0	0	0	0	49
DRAM2	119	0	3	9	25	25	2	0	0	6	62	0	0	0	0	0	1	78
SLC36A4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KCNJ1	0	0	0	0	6	2	0	0	0	0	3	0	0	0	0	0	0	3
TSPOAP1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KCNJ2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1
KCNJ3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2
NOP56	26	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	22
KCNJ5	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
KCNJ6	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
KCNJ8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
HTR5A	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
GSTZ1	0	0	0	1	5	0	0	0	0	1	6	0	0	0	0	0	0	9
NECAP2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2
NECAP1	114	0	0	2	0	34	0	0	0	1	0	0	0	0	0	0	0	77
UROC1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
IL2RA	0	2	1	0	48	10	1	0	0	0	0	0	0	0	0	0	1	35
ST7	7	0	0	1	4	2	0	0	0	0	3	0	0	1	0	0	0	7
PDCD2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
UNC79	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
BCAR1	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	13
CDRT15	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
KCNK4	255	0	3	3	0	82	0	0	0	9	0	0	3	0	1	0	0	156
SLC23A3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	4
SLC23A1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CCP110	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3
RCBTB1	265	0	2	9	5	88	0	0	0	11	93	0	0	0	1	4	0	155
RCBTB2	20	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	21
PEX26	0	0	0	1	42	11	1	0	0	2	1	0	0	0	0	0	1	27
C4B	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
C4A	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	3
LGALS3	12	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	7
STS	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
PEG10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
BSG	0	0	0	0	4	1	0	0	0	0	4	0	0	0	0	0	0	4
TNFSF10	9	0	0	0	2	4	0	0	0	0	0	0	0	0	0	3	0	6
FBXO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FBXO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
TNFSF11	0	0	0	0	68	21	4	0	0	0	11	0	0	0	0	0	0	36
FBXO5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ATXN7L1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
LGALS9	19	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	21
ATXN7L2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
LGALS8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	4
FBXO7	0	0	0	0	13	6	1	0	0	2	21	0	0	0	0	0	1	14
FBXO9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LIMCH1	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	9
BCS1L	320	8	4	24	133	138	3	0	0	27	147	0	0	0	1	0	2	106
BTC	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
CYP39A1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	3
BTD	49	7	8	20	410	95	0	0	1	42	25	0	8	0	0	9	3	235
SOAT1	17	0	0	0	4	4	0	0	0	0	4	0	0	0	0	0	0	17
CRISPLD1	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	5
KCNQ1	0	16	18	5	126	115	5	0	0	8	22	0	28	0	11	0	8	16
NINJ2	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9
GLIS3-AS1	17	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	13
KCNQ2	0	5	1	3	59	12	5	0	0	6	0	0	0	0	0	2	4	43
KCNQ3	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	2
MT1F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
BTK	0	6	0	18	90	13	2	0	0	6	2	0	0	0	0	0	4	49
KCNQ4	0	0	0	0	29	7	0	0	0	1	0	0	0	0	0	0	0	21
KCNQ5	0	1	0	2	62	21	0	0	0	0	0	0	0	0	0	0	0	38
CES2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
MT1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CERKL	438	3	3	37	131	200	4	0	0	46	3	0	2	0	1	0	5	198
CETP	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	6
GRB7	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	3	0	7
DHX8	24	0	0	0	29	2	0	0	0	0	16	0	0	0	0	0	0	49
DHX9	23	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	18
MYCBP2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ZBTB1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZBTB4	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20
ZBTB3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKHD1	0	2	0	0	4	0	3	0	0	2	0	0	0	1	0	3	3	2
NKAIN2	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	4
NEU3	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	18	0	24
APOO	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NKAIN4	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	4
APOM	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
NKAIN3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RACGAP1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2
RRAS	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
KCNN1	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20
KCNN2	33	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	29
APOE	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NTNG1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	4
BBS2	638	0	2	40	15	232	0	1	0	65	12	0	0	1	0	4	1	281
MSR1	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	6
BBS1	0	15	3	25	384	130	6	0	0	37	0	0	1	0	0	81	13	170
APOBEC3D	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	11
XBP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SLC10A7	18	0	0	3	6	2	0	0	0	0	0	0	0	0	0	1	0	16
TNFSF14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APOBEC3G	4	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	5
TGDS	37	0	0	0	2	10	1	0	0	1	6	0	0	0	0	0	0	26
SLC10A2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TNFSF12	130	0	2	4	41	44	0	1	0	0	0	0	0	0	1	1	0	77
TNFSF13	8	0	0	0	8	1	0	0	0	0	1	0	0	0	0	1	0	8
SLC10A3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
IGF2	83	0	0	9	6	23	1	1	0	9	9	0	0	0	0	0	0	46
SUCO	0	0	2	0	62	41	0	0	0	1	78	0	0	0	1	0	1	92
IL36G	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
CPLANE1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2
IGF1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	2	0	2
NET1	31	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	26
MSRA	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	4
CYP26A1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PEX5L	13	0	0	0	3	0	1	0	0	0	4	0	0	0	0	0	0	13
MC1R	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
CWF19L1	0	2	0	4	21	4	1	0	0	2	29	0	0	0	0	0	1	25
ITGBL1	0	0	0	0	9	1	0	0	0	0	3	0	0	0	0	0	0	9
GRB2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
FBXL2	6	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	6
GRAP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4
FBXL5	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16
FBXL4	386	0	3	19	8	88	1	0	0	16	6	0	0	0	0	8	0	238
FBXL7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
APOBEC3B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MRPS16	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2
MRPS14	19	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	12
MRPS11	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5
C8B	0	0	0	2	0	8	0	0	0	3	36	0	0	0	0	0	0	23
TFB1M	11	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	11
DMBX1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
VMO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6
KCNT1	0	1	1	0	53	19	0	0	0	0	0	0	0	0	0	0	2	30
KCNT2	88	0	0	5	6	6	0	0	0	5	0	0	0	0	0	0	1	72
SUFU	0	0	1	0	3	0	1	0	0	0	0	0	0	1	0	2	0	2
SDF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
FCER1A	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	5
BBS9	508	5	6	27	180	127	2	0	0	20	71	0	3	0	1	18	2	295
BBS7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
RAC1	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	1
SDF2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
BBS5	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2
BBS4	374	6	4	19	29	91	2	3	0	28	110	0	0	0	1	21	3	195
MRPS28	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
MRPS27	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
ZHX3	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	4
MRPS24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	4
MRPS25	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
MST1	32	0	0	1	5	8	0	0	0	0	0	0	0	0	0	0	0	32
AGTRAP	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3
PRPF40B	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	15
PRPF40A	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	3
GAB3	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
SYP	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4
ZHX1	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
GAB4	19	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	27
APRT	0	0	4	2	24	3	3	0	0	3	0	0	0	3	0	3	0	15
RNF144A	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
CNKSR2	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	4
RAP2C	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CNKSR1	0	0	0	0	0	3	0	0	0	0	13	0	0	0	0	0	0	10
KCNU1	49	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	45
PITPNM3	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	5
CNKSR3	0	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	5
PITPNM2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
TAX1BP1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
FAM193B	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	13
MICU3	24	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	24
TAX1BP3	11	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	9
FAM193A	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
TLCD1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
MICU1	0	1	0	2	14	4	1	0	0	1	1	0	0	0	0	0	0	6
CYLC1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	19
TLCD5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DYNC1I2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
MRPS35	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	2
MRPS34	0	0	0	0	1	6	0	0	0	0	29	0	0	0	0	0	0	24
PRICKLE2	189	0	2	0	30	45	0	0	0	0	22	0	0	0	0	43	0	89
NEXN	3	0	2	2	49	11	1	0	0	4	1	0	1	1	0	0	0	31
PRICKLE3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
PRICKLE1	0	1	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	1
MSX1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
DYNC1I1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2
PEX16	0	0	3	0	23	8	0	0	0	2	0	0	0	0	0	7	0	9
DYNC1H1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0
MAP3K3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
PEX19	287	0	1	3	11	71	0	0	0	6	1	0	1	0	1	54	1	154
MAP3K1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
SORT1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GAD1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
KLHL1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KLHL2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
PEX10	447	0	4	16	106	190	7	0	0	49	147	0	0	2	2	34	3	253
KLHL3	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	3
PEX12	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
PEX13	0	0	0	1	46	14	1	0	0	0	4	0	0	0	1	0	0	26
APTX	161	2	0	9	46	35	1	0	0	12	48	0	0	0	0	36	2	75
VMP1	0	0	0	0	4	0	0	0	0	1	4	0	0	0	0	0	0	3
KLHL5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
FHIP2B	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
KLHL7	243	0	1	14	1	82	0	0	0	10	14	0	0	0	0	23	0	105
KLHL8	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12
CACHD1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7
TACC3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
HDGF	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
RAD1	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
TACC1	32	0	0	0	23	1	0	0	0	0	3	0	0	0	0	0	0	34
TACC2	0	0	0	0	87	2	0	0	0	0	24	0	0	0	0	0	0	109
MAMLD1	0	0	0	1	11	8	0	0	0	0	0	0	0	0	0	6	0	8
DENND5B	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
PLAT	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	6
PLB1	63	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	57
IGF1R	18	1	0	1	5	9	0	0	0	1	4	0	0	0	0	0	1	12
TGM1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ZNF81	7	0	0	0	35	5	0	0	0	1	1	0	0	0	0	4	0	29
DMBT1	0	0	0	0	30	3	0	0	0	0	0	0	0	0	0	0	0	27
PPIP5K1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6
PPIP5K2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLAU	20	0	0	0	3	2	1	0	0	0	17	0	0	0	0	3	0	12
ZNF85	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
ENPP2	17	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	20
IGFLR1	21	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	21
ENPP1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
RXYLT1	20	1	1	4	12	24	0	0	0	9	100	0	0	1	0	0	0	70
DENND5A	333	2	1	5	4	120	0	0	0	11	22	0	2	0	1	12	0	196
ENPP3	32	0	0	0	52	1	0	0	0	0	0	0	0	0	0	0	0	83
TGM6	0	2	0	0	11	11	0	0	0	1	0	0	0	0	1	10	0	12
RAG2	1	0	0	0	4	0	3	0	0	0	4	0	0	0	0	0	0	3
TGM5	0	0	0	1	10	1	0	0	0	1	0	0	0	0	0	0	0	7
ENPP5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
RAG1	0	0	0	0	2	0	1	1	0	0	2	0	0	0	0	0	0	2
TGM2	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	7
MSX2	0	0	1	2	3	11	1	0	0	3	0	0	0	0	0	50	0	37
DNAJB12	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11
ADAM11	0	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	11
DNAJB13	0	0	0	0	0	6	0	0	0	2	16	0	0	0	0	0	0	8
SDHC	340	13	1	12	326	137	7	0	0	16	120	0	1	2	1	7	8	240
DNAJB14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
SDHD	517	6	7	25	282	138	4	1	0	46	3	0	1	4	1	178	5	320
SDHA	0	7	3	8	393	113	11	0	0	21	0	0	0	0	1	0	7	246
SDHB	0	4	1	4	7	2	2	0	0	2	0	0	1	0	2	0	1	4
DHDDS	0	1	0	2	66	55	0	0	0	4	81	0	0	0	0	0	2	71
ADAM18	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18
ADAM17	0	0	1	0	1	25	0	0	0	0	85	0	0	0	0	0	1	59
ZNF91	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
ZNF92	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
BRMS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3
ADAM15	40	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	40
PSPC1	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14
CARD19	11	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	11
DNAJB11	43	0	0	7	12	4	0	0	0	3	1	0	0	0	0	0	0	28
PLAA	0	0	1	0	12	6	0	0	0	0	0	0	0	0	0	0	0	5
CARD16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RAF1	691	0	7	9	73	191	3	0	0	8	72	0	3	1	2	27	1	429
CARD14	700	1	5	15	16	221	0	0	0	16	6	0	0	1	0	12	0	444
CARD11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
DIPK1A	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	5
PLD5	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	5
HTRA2	166	1	4	7	41	46	0	0	0	3	6	0	0	0	0	45	0	90
DAPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
PLD1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
PLD3	4	0	1	1	4	0	0	0	0	2	0	0	0	0	0	4	0	0
PLD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GRK1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KCNV2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GRK3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
RNASEH1	94	0	1	2	8	42	1	0	0	2	46	0	0	0	0	5	1	49
GRK4	0	0	0	1	5	0	0	0	0	0	3	0	0	0	0	0	0	7
GRK6	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	7
LPXN	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2
IL36RN	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
PIBF1	87	1	0	6	0	13	0	0	0	4	0	0	1	1	1	0	1	61
FGF22	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	4
RAI2	28	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	22
DENND4A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DENND4C	55	0	0	0	23	0	0	0	0	0	5	0	0	0	0	4	0	55
CHCHD10	114	0	0	7	6	30	1	0	0	2	0	0	0	0	0	1	0	80
BSPRY	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	15
FGF17	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IFT20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
SDK1	2	0	0	0	5	1	0	0	0	0	10	0	0	0	0	0	0	14
IFT22	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	4
FGF14	0	1	0	0	27	7	2	0	0	1	14	0	0	0	0	1	1	14
SPINK13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
IFT27	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
FGF13	0	0	0	1	12	1	0	0	0	1	1	0	0	0	0	0	0	9
FGF12	0	1	0	0	54	17	0	0	0	0	10	0	0	0	0	0	0	29
FGF11	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
IFT25	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	2
FGF10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ZMYND15	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TAT	24	0	0	2	2	12	1	0	0	2	0	0	0	0	0	0	1	6
GRM1	0	0	1	1	4	32	0	0	0	4	1	0	0	0	4	85	0	48
PITPNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GRM3	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	8
GRM2	22	0	0	0	14	7	0	0	0	0	17	0	0	0	0	0	0	32
IFT52	0	0	0	1	9	21	0	0	0	3	45	0	0	0	1	5	0	33
CYP26B1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3
CA1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
GRM5	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7
LASP1	12	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	9
GRM4	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	9
GRM7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3
CA3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ZIC2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GRM6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1
CA2	0	0	0	2	6	9	1	0	0	1	20	0	0	0	0	0	0	16
ZIC3	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	16	0	5
GRM8	61	0	0	0	15	19	0	0	0	0	2	0	0	0	0	0	0	42
CA4	198	0	3	3	0	58	2	0	0	2	2	0	0	0	0	2	0	128
SPATA31C2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
